Transaction_ID,Date,Customer_ID,Merchant_Name,Transaction_Amount,Payment_Method,Transaction_Status,Location
T1360,2025-03-15,C155,BigBasket,819.28,Debit Card,Success,Chennai
T1361,2025-03-16,C108,Flipkart,3101.77,UPI,Success,Kolkata
T1362,2025-03-17,C101,Swiggy,4728.68,Net Banking,Success,Mumbai
T1363,2025-03-17,C160,Swiggy,3091.7,Net Banking,Success,Mumbai
T1364,2025-03-17,C138,BigBasket,2166.65,Net Banking,Success,Mumbai
T1365,2025-03-17,C176,Swiggy,336.63,Credit Card,Success,Chennai
T1366,2025-03-17,C141,Swiggy,1575.92,Net Banking,Success,Kolkata
T1367,2025-03-18,C132,Swiggy,3412.53,Net Banking,Success,Mumbai
T1368,2025-03-18,C187,BigBasket,3608.95,UPI,Success,Mumbai
T1369,2025-03-18,C147,Myntra,4127.18,UPI,Success,Delhi
T1370,2025-03-18,C105,Myntra,1494.64,Debit Card,Success,Delhi
T1371,2025-03-18,C124,Myntra,1984.12,Credit Card,Success,Delhi
T1372,2025-03-19,C120,Swiggy,1786.54,Credit Card,Success,Delhi
T1373,2025-03-19,C199,BigBasket,876.47,UPI,Success,Kolkata
T1374,2025-03-19,C175,BigBasket,4767.43,Debit Card,Success,Delhi
T1375,2025-03-19,C185,BigBasket,725.44,Net Banking,Success,Mumbai
T1376,2025-03-20,C147,Swiggy,3159.0,Credit Card,Failed,Chennai
T1377,2025-03-20,C116,Amazon,4792.26,UPI,Success,Delhi
T1378,2025-03-20,C185,Swiggy,2989.34,Credit Card,Success,Kolkata
T1379,2025-03-21,C179,Amazon,2750.86,Net Banking,Success,Chennai
T1380,2025-03-21,C146,Myntra,4574.04,Credit Card,Success,Kolkata
T1381,2025-03-21,C158,Swiggy,4180.91,UPI,Success,Mumbai
T1382,2025-03-21,C137,Swiggy,4597.96,Credit Card,Success,Kolkata
T1383,2025-03-21,C198,BigBasket,4593.59,Net Banking,Failed,Kolkata
T1384,2025-03-22,C145,Myntra,2580.96,Debit Card,Success,Kolkata
T1385,2025-03-22,C147,BigBasket,610.39,Debit Card,Success,Chennai
T1386,2025-03-22,C105,Myntra,882.63,Credit Card,Success,Bangalore
T1387,2025-03-22,C184,BigBasket,4296.9,Net Banking,Success,Kolkata
T1388,2025-03-22,C121,Myntra,4949.39,UPI,Success,Kolkata
T1389,2025-03-22,C142,Flipkart,2120.28,Credit Card,Success,Delhi
T1390,2025-03-22,C195,Swiggy,2665.02,Net Banking,Success,Mumbai
T1391,2025-03-22,C120,Myntra,2403.73,Credit Card,Success,Kolkata
T1392,2025-03-23,C183,Flipkart,4984.95,Net Banking,Success,Chennai
T1393,2025-03-23,C147,Myntra,2702.83,Net Banking,Success,Bangalore
T1394,2025-03-24,C132,Swiggy,1396.3,Net Banking,Success,Kolkata
T1395,2025-03-24,C165,BigBasket,56.34,UPI,Success,Chennai
T1396,2025-03-24,C111,Swiggy,2134.46,Net Banking,Success,Bangalore
T1397,2025-03-25,C127,Swiggy,3508.45,Debit Card,Success,Bangalore
T1398,2025-03-25,C178,BigBasket,2785.87,Debit Card,Success,Delhi
T1399,2025-03-25,C132,BigBasket,4236.52,Debit Card,Success,Mumbai
T1400,2025-03-25,C158,Amazon,3920.48,Debit Card,Success,Bangalore
T1401,2025-03-25,C147,Flipkart,2449.16,Debit Card,Success,Kolkata
T1402,2025-03-26,C169,BigBasket,1423.47,Debit Card,Success,Mumbai
T1403,2025-03-26,C117,Swiggy,4247.07,Credit Card,Success,Mumbai
T1404,2025-03-26,C154,Swiggy,1278.68,Debit Card,Success,Mumbai
T1405,2025-03-26,C178,BigBasket,1950.96,UPI,Success,Delhi
T1406,2025-03-26,C111,Myntra,1829.67,Credit Card,Success,Delhi
T1407,2025-03-27,C194,BigBasket,2062.24,Debit Card,Pending,Mumbai
T1408,2025-03-27,C114,Myntra,2385.23,Credit Card,Success,Delhi
T1409,2025-03-27,C186,Swiggy,4094.69,Net Banking,Success,Bangalore
T1410,2025-03-27,C129,Flipkart,3676.98,Debit Card,Success,Mumbai
T1411,2025-03-28,C146,Myntra,3290.31,Credit Card,Success,Mumbai
T1412,2025-03-28,C175,BigBasket,1073.99,Credit Card,Success,Bangalore
T1413,2025-03-28,C139,Swiggy,4567.75,Credit Card,Success,Kolkata
T1414,2025-03-28,C156,Myntra,2521.55,Credit Card,Success,Mumbai
T1415,2025-03-28,C134,Myntra,2890.73,UPI,Failed,Mumbai
T1416,2025-03-28,C130,BigBasket,3451.44,Credit Card,Success,Delhi
T1417,2025-03-29,C102,Swiggy,2908.26,Net Banking,Success,Chennai
T1418,2025-03-29,C183,BigBasket,3673.33,Net Banking,Success,Delhi
T1419,2025-03-29,C153,Amazon,3657.71,Net Banking,Success,Delhi
T1420,2025-03-29,C136,Swiggy,804.44,Net Banking,Success,Delhi
T1421,2025-03-29,C155,BigBasket,577.43,Debit Card,Success,Mumbai
T1422,2025-03-30,C116,Myntra,2478.45,Credit Card,Success,Mumbai
T1423,2025-03-30,C109,Flipkart,4647.78,Credit Card,Success,Mumbai
T1424,2025-03-30,C158,Flipkart,608.08,Debit Card,Success,Mumbai
T1425,2025-03-31,C186,BigBasket,4871.2,UPI,Success,Chennai
T1426,2025-03-31,C159,Amazon,467.03,UPI,Success,Chennai
T1427,2025-03-31,C132,Flipkart,2960.22,UPI,Success,Mumbai
T1428,2025-03-31,C181,Amazon,3626.04,Credit Card,Success,Mumbai
T1429,2025-04-01,C171,BigBasket,697.04,UPI,Success,Chennai
T1430,2025-04-01,C119,BigBasket,417.29,Credit Card,Success,Mumbai
T1431,2025-04-01,C138,Myntra,3386.46,Debit Card,Success,Mumbai
T1432,2025-04-01,C195,Myntra,3873.09,Credit Card,Success,Delhi
T1433,2025-04-01,C146,Myntra,1890.63,UPI,Failed,Chennai
T1434,2025-04-02,C168,Amazon,3226.39,Credit Card,Failed,Bangalore
T1435,2025-04-02,C195,Swiggy,3267.49,UPI,Success,Chennai
T1436,2025-04-03,C142,BigBasket,1270.62,Credit Card,Success,Mumbai
T1437,2025-04-03,C160,Myntra,2091.34,Debit Card,Success,Delhi
T1438,2025-04-03,C175,Amazon,1692.06,Net Banking,Success,Chennai
T1439,2025-04-03,C179,Flipkart,3031.82,Net Banking,Success,Bangalore
T1440,2025-04-04,C111,Amazon,1051.48,Debit Card,Success,Kolkata
T1441,2025-04-04,C119,Myntra,4888.52,Net Banking,Success,Delhi
T1442,2025-04-04,C146,Amazon,3523.96,Debit Card,Success,Kolkata
T1443,2025-04-05,C105,Flipkart,542.89,Debit Card,Success,Delhi
T1444,2025-04-05,C172,Flipkart,4075.13,Credit Card,Success,Kolkata
T1445,2025-04-05,C139,Amazon,4940.63,UPI,Success,Delhi
T1446,2025-04-05,C185,Myntra,3182.21,Debit Card,Success,Kolkata
T1447,2025-04-05,C173,Swiggy,917.99,UPI,Success,Chennai
T1448,2025-04-06,C183,BigBasket,2881.2,UPI,Failed,Mumbai
T1449,2025-04-06,C156,Flipkart,2335.03,Credit Card,Success,Mumbai
T1450,2025-04-07,C100,Amazon,158.47,Net Banking,Success,Mumbai
T1451,2025-04-07,C196,Flipkart,340.72,Debit Card,Success,Kolkata
T1452,2025-04-08,C147,Flipkart,709.07,Debit Card,Success,Chennai
T1453,2025-04-08,C118,Myntra,3272.3,Net Banking,Success,Delhi
T1454,2025-04-08,C141,Flipkart,1972.49,Net Banking,Success,Mumbai
T1455,2025-04-08,C136,Myntra,2478.49,Debit Card,Success,Bangalore
T1456,2025-04-08,C153,Amazon,4947.55,UPI,Success,Delhi
T1457,2025-04-08,C163,Swiggy,553.67,Net Banking,Success,Mumbai
T1458,2025-04-08,C172,Swiggy,3721.38,UPI,Success,Kolkata
T1459,2025-04-08,C173,Swiggy,2780.64,Net Banking,Success,Bangalore
T1460,2025-04-08,C138,Swiggy,3436.01,Debit Card,Success,Bangalore
T1461,2025-04-08,C101,Myntra,4116.88,Credit Card,Success,Kolkata
T1462,2025-04-08,C128,Myntra,109.19,Credit Card,Success,Mumbai
T1463,2025-04-09,C172,Swiggy,4963.3,Credit Card,Failed,Mumbai
T1464,2025-04-09,C171,Myntra,830.2,Debit Card,Success,Mumbai
T1465,2025-04-09,C195,Flipkart,4311.03,Debit Card,Success,Kolkata
T1466,2025-04-09,C154,Myntra,1670.14,UPI,Success,Bangalore
T1467,2025-04-10,C116,BigBasket,975.45,UPI,Success,Bangalore
T1468,2025-04-10,C188,Amazon,881.55,Debit Card,Success,Mumbai
T1469,2025-04-10,C113,Amazon,2051.74,Debit Card,Success,Mumbai
T1470,2025-04-10,C197,Myntra,3169.97,UPI,Success,Chennai
T1471,2025-04-11,C172,Swiggy,1266.63,Net Banking,Success,Delhi
T1472,2025-04-12,C163,Flipkart,2953.72,Credit Card,Success,Chennai
T1473,2025-04-12,C188,Myntra,4501.59,Credit Card,Success,Chennai
T1474,2025-04-12,C131,Flipkart,4125.25,Net Banking,Success,Kolkata
T1475,2025-04-13,C180,Swiggy,4487.8,Debit Card,Failed,Chennai
T1476,2025-04-13,C196,Myntra,3424.48,Debit Card,Success,Kolkata
T1477,2025-04-13,C183,BigBasket,3057.59,Credit Card,Success,Kolkata
T1478,2025-04-13,C141,Swiggy,2968.39,UPI,Success,Delhi
T1479,2025-04-13,C184,Amazon,3774.01,UPI,Success,Kolkata
T1480,2025-04-13,C110,Flipkart,522.04,Debit Card,Success,Mumbai
T1481,2025-04-13,C113,Flipkart,89.45,UPI,Success,Kolkata
T1482,2025-04-14,C189,Flipkart,3431.9,Net Banking,Success,Delhi
T1483,2025-04-14,C192,BigBasket,1593.86,Debit Card,Success,Bangalore
T1484,2025-04-14,C127,Flipkart,2638.88,Debit Card,Success,Delhi
T1485,2025-04-14,C182,BigBasket,3663.29,UPI,Success,Kolkata
T1486,2025-04-14,C129,Flipkart,4085.32,Net Banking,Success,Delhi
T1487,2025-04-15,C160,BigBasket,2981.41,Credit Card,Success,Bangalore
T1488,2025-04-15,C134,BigBasket,2011.89,UPI,Success,Kolkata
T1489,2025-04-15,C196,Flipkart,501.5,Net Banking,Success,Chennai
T1490,2025-04-15,C184,Amazon,377.27,Net Banking,Success,Mumbai
T1491,2025-04-15,C170,BigBasket,2577.85,Debit Card,Success,Chennai
T1492,2025-04-15,C187,Flipkart,551.23,Net Banking,Failed,Chennai
T1493,2025-04-16,C186,Amazon,2140.45,Net Banking,Success,Mumbai
T1494,2025-04-16,C108,Amazon,2527.31,UPI,Success,Kolkata
T1495,2025-04-16,C109,Swiggy,1169.64,Credit Card,Success,Kolkata
T1496,2025-04-17,C158,Myntra,4908.0,Net Banking,Failed,Delhi
T1497,2025-04-17,C136,Swiggy,3402.06,Debit Card,Success,Chennai
T1498,2025-04-17,C185,Flipkart,1672.58,Credit Card,Success,Kolkata
T1499,2025-04-18,C135,Swiggy,3241.19,Net Banking,Success,Kolkata
T1500,2025-04-18,C145,BigBasket,203.86,Net Banking,Failed,Chennai
T1501,2025-04-18,C156,Swiggy,202.76,Net Banking,Success,Bangalore
T1502,2025-04-18,C176,Swiggy,1134.15,Debit Card,Success,Bangalore
T1503,2025-04-18,C188,Amazon,2373.98,UPI,Success,Mumbai
T1504,2025-04-18,C114,Swiggy,4746.06,Debit Card,Success,Mumbai
T1505,2025-04-18,C131,Flipkart,3063.72,Net Banking,Success,Mumbai
T1506,2025-04-19,C116,Flipkart,4507.19,Debit Card,Success,Kolkata
T1507,2025-04-19,C184,Myntra,2900.6,Net Banking,Success,Delhi
T1508,2025-04-19,C139,BigBasket,3879.1,Credit Card,Success,Kolkata
T1509,2025-04-19,C142,Myntra,4253.44,UPI,Success,Kolkata
T1510,2025-04-19,C117,Myntra,2963.52,UPI,Success,Bangalore
T1511,2025-04-19,C176,Swiggy,2117.01,Credit Card,Success,Delhi
T1512,2025-04-19,C195,Myntra,4753.76,Net Banking,Success,Chennai
T1513,2025-04-19,C145,Swiggy,2420.66,UPI,Success,Delhi
T1514,2025-04-19,C112,Flipkart,3213.59,Credit Card,Success,Kolkata
T1515,2025-04-20,C173,Amazon,1155.02,UPI,Failed,Bangalore
T1516,2025-04-20,C157,Flipkart,1893.84,Credit Card,Success,Chennai
T1517,2025-04-20,C103,Swiggy,1037.32,Credit Card,Success,Chennai
T1518,2025-04-20,C129,Swiggy,4181.52,UPI,Failed,Mumbai
T1519,2025-04-20,C192,Myntra,1379.26,Debit Card,Success,Delhi
T1520,2025-04-21,C165,Swiggy,1986.11,Debit Card,Success,Kolkata
T1521,2025-04-21,C174,BigBasket,4295.38,Net Banking,Success,Bangalore
T1522,2025-04-21,C121,Amazon,210.29,Net Banking,Success,Kolkata
T1523,2025-04-21,C112,Myntra,458.02,Debit Card,Success,Kolkata
T1524,2025-04-21,C100,BigBasket,1380.38,Net Banking,Success,Chennai
T1525,2025-04-22,C128,Flipkart,1362.8,Net Banking,Failed,Bangalore
T1526,2025-04-22,C149,Amazon,2499.69,Credit Card,Success,Delhi
T1527,2025-04-22,C162,Swiggy,3863.32,Credit Card,Success,Chennai
T1528,2025-04-22,C103,BigBasket,1691.17,Net Banking,Success,Kolkata
T1529,2025-04-22,C155,Swiggy,4686.6,Debit Card,Success,Kolkata
T1530,2025-04-22,C189,BigBasket,4889.6,Net Banking,Success,Delhi
T1531,2025-04-22,C177,Amazon,1831.59,Debit Card,Success,Bangalore
T1532,2025-04-23,C111,BigBasket,1053.43,Credit Card,Success,Bangalore
T1533,2025-04-23,C136,Amazon,1072.77,Debit Card,Success,Kolkata
T1534,2025-04-23,C197,BigBasket,3556.42,Credit Card,Success,Chennai
T1535,2025-04-24,C141,BigBasket,913.54,UPI,Failed,Delhi
T1536,2025-04-24,C198,Myntra,510.48,Debit Card,Success,Delhi
T1537,2025-04-24,C132,Swiggy,1128.26,Net Banking,Success,Bangalore
T1538,2025-04-24,C184,Swiggy,2904.43,Debit Card,Success,Mumbai
T1539,2025-04-24,C114,BigBasket,3576.0,Net Banking,Success,Chennai
T1540,2025-04-25,C108,Swiggy,2880.26,Net Banking,Success,Bangalore
T1541,2025-04-25,C152,Amazon,470.27,Credit Card,Success,Mumbai
T1542,2025-04-25,C161,Amazon,4060.42,UPI,Success,Delhi
T1543,2025-04-25,C124,Amazon,4575.94,UPI,Success,Bangalore
T1544,2025-04-26,C126,Flipkart,1492.09,Debit Card,Success,Chennai
T1545,2025-04-26,C153,Amazon,420.41,UPI,Success,Chennai
T1546,2025-04-26,C165,Swiggy,4428.53,Debit Card,Failed,Kolkata
T1547,2025-04-27,C120,Swiggy,2745.36,Debit Card,Success,Bangalore
T1548,2025-04-27,C112,Amazon,4320.05,Net Banking,Success,Chennai
T1549,2025-04-27,C187,Amazon,2670.62,Net Banking,Failed,Mumbai
T1550,2025-04-27,C137,Amazon,3303.65,Credit Card,Success,Mumbai
T1551,2025-04-27,C103,Amazon,705.91,UPI,Success,Kolkata
T1552,2025-04-27,C138,Flipkart,4031.47,Debit Card,Success,Mumbai
T1553,2025-04-28,C123,Swiggy,2754.45,Credit Card,Success,Bangalore
T1554,2025-04-28,C148,BigBasket,2228.49,Debit Card,Success,Kolkata
T1555,2025-04-28,C148,Flipkart,1523.66,Credit Card,Success,Delhi
T1556,2025-04-28,C160,Swiggy,212.86,Credit Card,Success,Kolkata
T1557,2025-04-28,C189,Myntra,4588.65,Credit Card,Failed,Bangalore
T1558,2025-04-28,C188,BigBasket,4839.28,UPI,Success,Chennai
T1559,2025-04-29,C177,Swiggy,564.55,UPI,Success,Mumbai
T1560,2025-04-29,C156,Flipkart,1167.99,Debit Card,Success,Mumbai
T1561,2025-04-29,C144,BigBasket,2752.82,Debit Card,Pending,Mumbai
T1562,2025-04-29,C169,Amazon,863.55,Net Banking,Success,Delhi
T1563,2025-04-29,C195,Swiggy,2652.78,Net Banking,Success,Delhi
T1564,2025-04-29,C191,Amazon,1764.8,Credit Card,Success,Kolkata
T1565,2025-04-30,C143,Flipkart,976.4,Credit Card,Success,Bangalore
T1566,2025-04-30,C115,BigBasket,4708.66,UPI,Success,Delhi
T1567,2025-04-30,C122,Myntra,366.17,UPI,Success,Chennai
T1568,2025-04-30,C135,Amazon,1757.59,Debit Card,Success,Delhi
T1569,2025-04-30,C143,Myntra,2260.82,UPI,Success,Bangalore
T1570,2025-04-30,C106,BigBasket,2591.63,Credit Card,Success,Chennai
T1571,2025-04-30,C175,Myntra,4740.42,Credit Card,Pending,Bangalore
T1572,2025-05-01,C195,Myntra,757.12,Credit Card,Failed,Mumbai
T1573,2025-05-01,C119,Flipkart,340.03,Net Banking,Success,Bangalore
T1574,2025-05-02,C180,Amazon,1363.06,Debit Card,Success,Delhi
T1575,2025-05-02,C155,Flipkart,4040.74,UPI,Success,Kolkata
T1576,2025-05-02,C131,Myntra,102.21,Credit Card,Success,Delhi
T1577,2025-05-02,C141,BigBasket,1605.21,Debit Card,Success,Mumbai
T1578,2025-05-02,C153,BigBasket,3775.78,Credit Card,Success,Delhi
T1579,2025-05-02,C145,BigBasket,2523.07,Net Banking,Success,Kolkata
T1580,2025-05-02,C151,Flipkart,4108.82,Credit Card,Success,Mumbai
T1581,2025-05-02,C105,Swiggy,1895.4,Credit Card,Success,Mumbai
T1582,2025-05-03,C113,BigBasket,4160.34,Credit Card,Success,Kolkata
T1583,2025-05-03,C140,Myntra,3195.73,Debit Card,Success,Chennai
T1584,2025-05-04,C148,Myntra,3538.44,Debit Card,Success,Delhi
T1585,2025-05-04,C195,Swiggy,4438.93,UPI,Failed,Chennai
T1586,2025-05-05,C183,Myntra,4078.0,UPI,Success,Chennai
T1587,2025-05-05,C122,Flipkart,1627.65,Debit Card,Success,Bangalore
T1588,2025-05-05,C190,Myntra,1974.74,UPI,Success,Bangalore
T1589,2025-05-05,C177,Swiggy,261.35,UPI,Success,Delhi
T1590,2025-05-05,C184,Myntra,1681.23,Net Banking,Success,Mumbai
T1591,2025-05-05,C119,Swiggy,3690.0,Credit Card,Success,Mumbai
T1592,2025-05-05,C186,BigBasket,687.52,Credit Card,Success,Chennai
T1593,2025-05-05,C119,BigBasket,3305.13,Net Banking,Success,Chennai
T1594,2025-05-06,C187,Myntra,510.82,UPI,Success,Chennai
T1595,2025-05-06,C172,BigBasket,1067.47,Net Banking,Success,Chennai
T1596,2025-05-06,C102,BigBasket,4971.7,Net Banking,Success,Bangalore
T1597,2025-05-06,C156,Amazon,295.7,Net Banking,Success,Bangalore
T1598,2025-05-06,C160,Flipkart,2446.95,Net Banking,Success,Delhi
T1599,2025-05-07,C187,BigBasket,2787.8,Net Banking,Success,Bangalore
T1600,2025-05-07,C114,Myntra,3634.61,Debit Card,Success,Mumbai
T1601,2025-05-07,C118,Myntra,414.86,Net Banking,Success,Kolkata
T1602,2025-05-08,C157,BigBasket,4631.64,Credit Card,Success,Kolkata
T1603,2025-05-09,C180,Amazon,3482.49,Credit Card,Success,Chennai
T1604,2025-05-09,C175,Swiggy,180.0,UPI,Success,Bangalore
T1605,2025-05-10,C129,Amazon,3888.79,Credit Card,Success,Delhi
T1606,2025-05-10,C115,Swiggy,3189.76,Debit Card,Failed,Bangalore
T1607,2025-05-10,C190,Flipkart,3458.07,Credit Card,Success,Bangalore
T1608,2025-05-10,C196,Amazon,469.26,Debit Card,Success,Delhi
T1609,2025-05-10,C155,Swiggy,3519.19,Net Banking,Success,Delhi
T1610,2025-05-10,C129,Flipkart,3889.38,UPI,Success,Mumbai
T1611,2025-05-10,C186,Amazon,3010.32,Debit Card,Success,Bangalore
T1612,2025-05-10,C172,Swiggy,4406.62,Debit Card,Success,Mumbai
T1613,2025-05-11,C153,Swiggy,4672.93,UPI,Success,Delhi
T1614,2025-05-11,C138,Amazon,3020.04,Debit Card,Success,Mumbai
T1615,2025-05-11,C101,Flipkart,1832.61,Debit Card,Success,Delhi
T1616,2025-05-11,C169,Myntra,2473.73,Net Banking,Success,Mumbai
T1617,2025-05-11,C154,Flipkart,4942.97,Net Banking,Success,Kolkata
T1618,2025-05-12,C116,Flipkart,2568.68,Credit Card,Success,Delhi
T1619,2025-05-12,C114,Myntra,2707.68,Net Banking,Failed,Chennai
T1620,2025-05-13,C170,Flipkart,1203.34,Net Banking,Success,Kolkata
T1621,2025-05-13,C106,BigBasket,2220.35,Credit Card,Success,Kolkata
T1622,2025-05-13,C196,Swiggy,203.42,Credit Card,Success,Mumbai
T1623,2025-05-14,C155,Flipkart,1228.08,UPI,Success,Bangalore
T1624,2025-05-14,C103,Amazon,2711.16,Debit Card,Failed,Bangalore
T1625,2025-05-14,C152,Swiggy,384.29,Net Banking,Success,Kolkata
T1626,2025-05-14,C147,Swiggy,3518.59,UPI,Success,Bangalore
T1627,2025-05-16,C159,Amazon,2187.65,UPI,Success,Kolkata
T1628,2025-05-16,C155,Swiggy,2490.96,Net Banking,Success,Delhi
T1629,2025-05-16,C175,Swiggy,3535.07,Credit Card,Success,Mumbai
T1630,2025-05-16,C112,BigBasket,1228.93,UPI,Success,Mumbai
T1631,2025-05-16,C165,Myntra,3490.04,Debit Card,Success,Delhi
T1632,2025-05-16,C191,Swiggy,3244.04,Net Banking,Success,Bangalore
T1633,2025-05-17,C199,Swiggy,1896.61,Debit Card,Success,Kolkata
T1634,2025-05-17,C123,Myntra,221.51,UPI,Success,Kolkata
T1635,2025-05-17,C104,Swiggy,4872.42,Debit Card,Success,Mumbai
T1636,2025-05-17,C140,Amazon,3945.61,Net Banking,Success,Chennai
T1637,2025-05-18,C174,Amazon,2223.4,Net Banking,Success,Chennai
T1638,2025-05-18,C189,Myntra,2021.57,Debit Card,Failed,Chennai
T1639,2025-05-18,C104,Swiggy,247.14,UPI,Success,Delhi
T1640,2025-05-18,C168,Amazon,1536.31,Credit Card,Success,Bangalore
T1641,2025-05-18,C114,Myntra,3467.86,Debit Card,Success,Kolkata
T1642,2025-05-18,C150,Myntra,3559.38,UPI,Success,Bangalore
T1643,2025-05-18,C173,Swiggy,2932.5,Credit Card,Success,Delhi
T1644,2025-05-18,C163,Flipkart,813.39,Debit Card,Success,Mumbai
T1645,2025-05-18,C116,Myntra,2733.58,Credit Card,Success,Kolkata
T1646,2025-05-19,C123,BigBasket,737.26,Credit Card,Success,Bangalore
T1647,2025-05-19,C150,Flipkart,956.07,UPI,Success,Bangalore
T1648,2025-05-19,C192,BigBasket,1810.93,Debit Card,Success,Kolkata
T1649,2025-05-19,C129,Myntra,963.04,Net Banking,Success,Delhi
T1650,2025-05-19,C116,Flipkart,4824.94,Net Banking,Success,Mumbai
T1651,2025-05-19,C159,Myntra,1911.47,Net Banking,Success,Chennai
T1652,2025-05-19,C191,BigBasket,3252.65,UPI,Success,Mumbai
T1653,2025-05-19,C179,Amazon,3845.87,Net Banking,Success,Chennai
T1654,2025-05-20,C171,Myntra,157.91,Net Banking,Success,Chennai
T1655,2025-05-20,C197,Flipkart,4907.53,Debit Card,Success,Mumbai
T1656,2025-05-20,C180,Amazon,3428.63,Debit Card,Success,Mumbai
T1657,2025-05-20,C186,Myntra,1074.37,UPI,Success,Mumbai
T1658,2025-05-20,C195,Amazon,4812.28,Net Banking,Success,Delhi
T1659,2025-05-21,C189,Flipkart,2821.25,UPI,Success,Chennai
T1660,2025-05-21,C114,Amazon,4824.64,Net Banking,Success,Bangalore
T1661,2025-05-21,C129,Swiggy,4874.05,Credit Card,Success,Mumbai
T1662,2025-05-21,C129,BigBasket,3925.79,Credit Card,Success,Mumbai
T1663,2025-05-22,C156,Amazon,2324.93,UPI,Success,Bangalore
T1664,2025-05-22,C138,Flipkart,3320.33,Credit Card,Failed,Kolkata
T1665,2025-05-22,C186,Flipkart,2176.73,Debit Card,Success,Delhi
T1666,2025-05-22,C148,Amazon,4337.09,UPI,Success,Bangalore
T1667,2025-05-22,C188,Flipkart,4928.17,Net Banking,Failed,Delhi
T1668,2025-05-22,C113,Amazon,4241.15,UPI,Success,Delhi
T1669,2025-05-22,C102,Swiggy,476.75,Credit Card,Success,Mumbai
T1670,2025-05-22,C115,Flipkart,3310.38,Debit Card,Success,Kolkata
T1671,2025-05-23,C182,Flipkart,990.42,UPI,Failed,Mumbai
T1672,2025-05-23,C163,BigBasket,3087.54,Debit Card,Success,Chennai
T1673,2025-05-23,C192,Swiggy,1772.23,Net Banking,Success,Mumbai
T1674,2025-05-23,C172,Flipkart,3809.95,Credit Card,Success,Delhi
T1675,2025-05-23,C148,BigBasket,4392.13,Credit Card,Success,Chennai
T1676,2025-05-24,C124,Flipkart,1828.33,Debit Card,Success,Delhi
T1677,2025-05-24,C164,Flipkart,869.35,UPI,Success,Delhi
T1678,2025-05-24,C198,Myntra,4150.3,Net Banking,Failed,Delhi
T1679,2025-05-24,C189,BigBasket,2485.54,UPI,Failed,Chennai
T1680,2025-05-24,C136,Flipkart,3577.92,Debit Card,Success,Mumbai
T1681,2025-05-25,C151,Swiggy,2089.36,UPI,Success,Chennai
T1682,2025-05-25,C186,Amazon,189.62,Net Banking,Success,Bangalore
T1683,2025-05-25,C155,Myntra,912.3,Net Banking,Pending,Bangalore
T1684,2025-05-25,C138,Amazon,1410.52,Debit Card,Success,Bangalore
T1685,2025-05-25,C187,BigBasket,2276.18,Debit Card,Success,Delhi
T1686,2025-05-26,C111,BigBasket,2551.92,UPI,Success,Chennai
T1687,2025-05-26,C144,Swiggy,552.07,Net Banking,Success,Mumbai
T1688,2025-05-26,C170,BigBasket,4347.18,Debit Card,Success,Delhi
T1689,2025-05-26,C152,BigBasket,4746.68,Credit Card,Success,Chennai
T1690,2025-05-26,C126,Myntra,860.97,Debit Card,Success,Delhi
T1691,2025-05-27,C190,Flipkart,3403.49,UPI,Success,Chennai
T1692,2025-05-28,C161,BigBasket,4220.6,Net Banking,Success,Delhi
T1693,2025-05-28,C193,Myntra,2863.48,Credit Card,Success,Mumbai
T1694,2025-05-28,C134,BigBasket,2028.11,Debit Card,Success,Kolkata
T1695,2025-05-28,C161,Amazon,741.98,Debit Card,Pending,Kolkata
T1696,2025-05-28,C141,Flipkart,4229.21,Net Banking,Success,Bangalore
T1697,2025-05-28,C103,Myntra,391.19,Net Banking,Success,Bangalore
T1698,2025-05-29,C118,Flipkart,3868.58,Credit Card,Success,Mumbai
T1699,2025-05-29,C112,Myntra,3439.25,UPI,Success,Bangalore
T1700,2025-05-29,C179,Flipkart,633.42,UPI,Success,Mumbai
T1701,2025-05-29,C114,Swiggy,3751.83,Debit Card,Success,Mumbai
T1702,2025-05-29,C197,BigBasket,695.92,Debit Card,Failed,Bangalore
T1703,2025-05-30,C188,Swiggy,1495.85,UPI,Failed,Kolkata
T1704,2025-05-30,C164,Flipkart,3752.99,Net Banking,Success,Bangalore
T1705,2025-05-30,C139,BigBasket,3930.25,UPI,Success,Chennai
T1706,2025-05-30,C148,Myntra,969.48,UPI,Success,Chennai
T1707,2025-05-30,C133,Amazon,1976.33,Credit Card,Success,Kolkata
T1708,2025-05-30,C187,Myntra,1240.34,UPI,Success,Bangalore
T1709,2025-05-31,C127,Myntra,1884.99,UPI,Success,Kolkata
T1710,2025-05-31,C180,Myntra,3955.93,Debit Card,Success,Kolkata
T1711,2025-05-31,C162,Amazon,1248.0,Net Banking,Success,Chennai
T1712,2025-06-01,C116,Flipkart,4310.31,Credit Card,Success,Mumbai
T1713,2025-06-01,C184,BigBasket,1510.77,Credit Card,Success,Chennai
T1714,2025-06-01,C142,Swiggy,4997.88,Debit Card,Success,Bangalore
T1715,2025-06-01,C121,Swiggy,1320.46,Net Banking,Success,Bangalore
T1716,2025-06-02,C197,Swiggy,2107.37,Credit Card,Success,Kolkata
T1717,2025-06-02,C122,Flipkart,4495.71,UPI,Success,Bangalore
T1718,2025-06-02,C176,Amazon,196.65,Credit Card,Success,Delhi
T1719,2025-06-02,C117,Amazon,4775.62,Net Banking,Success,Kolkata
